"","x"
"1088","SUN1"
"1089","SUSD1"
"1090","SUZ12P"
"1091","SYCP2"
"1092","SYCP3"
"1093","SYNGAP1"
"1094","SYTL1"
"1095","TAC4"
"1096","TAF1C"
"1097","TARDBP"
"1098","TAS2R10"
"1099","TAS2R14"
"1100","TAS2R4"
"1101","TAS2R50"
"1102","TAS2R5"
"1103","TBC1D26"
"1104","TBC1D29"
"1105","TBC1D3B"
"1106","TBC1D3C"
"1107","TBC1D3G"
"1108","TBC1D3H"
"1109","TBC1D3P2"
"1110","TBC1D3"
"1111","TBC1D8"
"1112","TBC1D9B"
"1113","TBCD"
"1114","TBRG1"
"1115","TBX19"
"1116","TCERG1"
"1117","TCF12"
"1118","TCHP"
"1119","TCOF1"
"1120","TCP11L2"
"1121","TCTE3"
"1122","TECPR1"
"1123","TEX2"
"1124","THOC1"
"1125","THOC2"
"1126","THSD1P1"
"1127","TIA1"
"1128","TIAL1"
"1129","TJAP1"
"1130","TMC6"
"1131","TMCO6"
"1132","TMED2"
"1133","TMEM120B"
"1134","TMEM144"
"1135","TMEM14E"
"1136","TMEM151B"
"1137","TMEM201"
"1138","TMEM64"
"1139","TMEM80"
"1140","TMEM86B"
"1141","TMEM89"
"1142","TMPRSS9"
"1143","TMUB2"
"1144","TMX4"
"1145","TNFRSF25"
"1146","TNK2"
"1147","TNNT2"
"1148","TNRC6A"
"1149","TOR1AIP2"
"1150","TPCN2"
"1151","TPH1"
"1152","TRA2A"
"1153","TRAF5"
"1154","TRAPPC10"
"1155","TRIM11"
"1156","TRIM41"
"1157","TRIM46"
"1158","TRIM52"
"1159","TRIM65"
"1160","TRIM66"
"1161","TRIM78P"
"1162","TRIP6"
"1163","TRPV1"
"1164","TSC22D4"
"1165","TSEN54"
"1166","TSPAN31"
"1167","TSPAN5"
"1168","TSPYL2"
"1169","TSSK3"
"1170","TSSK4"
"1171","TTC14"
"1172","TTC31"
"1173","TTLL3"
"1174","TTTY10"
"1175","TUBGCP6"
"1176","TWSG1"
"1177","UBE2Q2P1"
"1178","UBL3"
"1179","UBQLNL"
"1180","UBR4"
"1181","UBXN11"
"1182","UCKL1AS"
"1183","UCKL1"
"1184","UCN"
"1185","UCP3"
"1186","UEVLD"
"1187","UFSP2"
"1188","UHRF1BP1L"
"1189","ULK3"
"1190","UPF3A"
"1191","USP33"
"1192","USP34"
"1193","USP36"
"1194","USP38"
"1195","USP49"
"1196","USP6"
"1197","USPL1"
"1198","VAMP1"
"1199","VEGFA"
"1200","VGLL4"
"1201","VIP"
"1202","VN1R1"
"1203","VPS16"
"1204","WASH2P"
"1205","WASH3P"
"1206","WASH5P"
"1207","WASH7P"
"1208","WDR11"
"1209","WDR27"
"1210","WDR52"
"1211","WDR55"
"1212","WDR59"
"1213","WDR6"
"1214","WDR90"
"1215","WFIKKN1"
"1216","WSB1"
"1217","WSB2"
"1218","YIPF6"
"1219","YJEFN3"
"1220","YPEL5"
"1221","YTHDC2"
"1222","ZBTB40"
"1223","ZBTB48"
"1224","ZBTB7B"
"1225","ZC3H11A"
"1226","ZC3H7A"
"1227","ZCCHC11"
"1228","ZCCHC8"
"1229","ZDHHC11"
"1230","ZDHHC17"
"1231","ZDHHC20"
"1232","ZFC3H1"
"1233","ZFP62"
"1234","ZFYVE27"
"1235","ZGLP1"
"1236","ZGPAT"
"1237","ZMAT1"
"1238","ZMIZ2"
"1239","ZNF10"
"1240","ZNF117"
"1241","ZNF133"
"1242","ZNF143"
"1243","ZNF169"
"1244","ZNF224"
"1245","ZNF248"
"1246","ZNF276"
"1247","ZNF333"
"1248","ZNF335"
"1249","ZNF337"
"1250","ZNF341"
"1251","ZNF346"
"1252","ZNF354B"
"1253","ZNF37B"
"1254","ZNF397OS"
"1255","ZNF493"
"1256","ZNF512B"
"1257","ZNF513"
"1258","ZNF514"
"1259","ZNF621"
"1260","ZNF627"
"1261","ZNF638"
"1262","ZNF692"
"1263","ZNF75D"
"1264","ZNF767"
"1265","ZNF76"
"1266","ZNF785"
"1267","ZNF789"
"1268","ZNF846"
"1269","ZNF84"
"1270","ZNF862"
"1271","ZNHIT2"
"1272","ZRANB2"
"1273","ZRSR2"
