"","x"
"1096","ZNF232"
"1097","ZNF451"
"1098","ZNF519"
"1099","ZNF534"
"1100","ZNF555"
"1101","ZNF620"
"1102","ZNF670"
"1103","ZNF689"
"1104","ZNF695"
"1105","ZNF830"
"1106","ZNF833"
"1107","ZNF92"
"1108","ZNHIT3"
"1109","ZRANB3"
"1110","ZWILCH"
"1111","ZWINT"
